City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,boende,-0.2167,20.8667,21.38,97,93,0.28,CD,1699933038
362,al burayqah,30.4062,19.5739,21.98,63,14,5.74,LY,1699933038
363,alice springs,-23.7,133.8833,35.75,13,14,2.57,AU,1699932797
364,undurkhaan,47.3194,110.6556,-10.72,77,3,1.5,MN,1699933039
365,olinda,-8.0089,-34.8553,26.85,78,75,3.09,BR,1699933039
366,bhanpura,24.513,75.7469,21.95,42,100,2.47,IN,1699933039
367,kurgunta,17.2,77.35,26.27,61,59,2.55,IN,1699933039
368,changling,44.2653,124.0005,-0.3,74,4,4.48,CN,1699933040
369,sunrise manor,36.2111,-115.0731,18.59,29,0,3.6,US,1699933040
370,changping,40.2186,116.2197,7.8,17,1,1.87,CN,1699933040
371,rimouski,48.4488,-68.524,-2.18,87,100,1.39,CA,1699932901
372,ankang,32.68,109.0172,12.83,63,55,0.81,CN,1699933040
373,maxixe,-23.8597,35.3472,22.9,60,75,6.69,MZ,1699933041
374,mengcheng chengguanzhen,33.2661,116.566,10.47,26,0,2.7,CN,1699933041
375,csorna,47.6115,17.2501,12.05,80,100,5.2,HU,1699933041
376,bodaybo,57.8506,114.1933,-4.41,93,100,1.49,RU,1699933042
377,maracaju,-21.6144,-55.1683,29.27,38,34,3.12,BR,1699933042
378,monticello,45.3055,-93.7941,9.56,47,100,2.06,US,1699933042
379,dalandzadgad,43.5708,104.425,1.84,29,88,1.11,MN,1699933043
380,al jawf,29.5,38.75,19.93,55,0,2.53,SA,1699933043
381,poltavka,54.3663,71.7632,2.94,84,97,5.54,RU,1699933043
382,kasane,-17.8167,25.15,23.3,35,78,2.85,BW,1699933043
383,langsa,4.4683,97.9683,24.45,94,100,1.43,ID,1699933044
384,meadow lakes,61.6247,-149.6011,-4.1,93,83,2.18,US,1699932886
385,port augusta,-32.5,137.7667,28.3,30,50,7.22,AU,1699933044
386,male,4.1748,73.5089,27.97,83,75,2.06,MV,1699933044
387,ribeira brava,32.65,-17.0667,20.35,79,4,1.54,PT,1699933045
388,grand falls-windsor,48.9332,-55.6649,-1.39,85,18,1.67,CA,1699933045
389,san pedro pochutla,15.7333,-96.4667,24.09,86,28,1.75,MX,1699933045
390,coxim,-18.5067,-54.76,28.11,35,9,1.29,BR,1699932842
391,shatsk,54.0258,41.7119,4.81,85,99,6.64,RU,1699933046
392,tamandare,-8.7597,-35.1047,24.68,86,95,2.01,BR,1699933046
393,kanggye,40.9695,126.5852,5.19,36,100,1.09,KP,1699933046
394,petawawa,45.9001,-77.3328,-0.12,93,100,2.67,CA,1699933047
395,al wafrah,28.6392,47.9306,21.06,58,3,1.42,KW,1699933047
396,alice town,25.7167,-79.3,25.73,75,100,4.96,BS,1699933047
397,sofo-birnin-gwari,11.0154,6.7804,20.59,25,83,2.62,NG,1699933047
398,tarawa,1.419,172.984,28.05,94,75,5.66,KI,1699933048
399,port isabel,26.0734,-97.2086,18.02,91,100,7.72,US,1699932883
400,tanjung pandan,-2.75,107.65,32.78,54,53,1.79,ID,1699933048
401,al qabil,22.571,58.6947,23.97,36,83,1.56,OM,1699933048
402,dauphin,51.1494,-100.0502,-0.92,93,0,4.12,CA,1699933049
403,tambovka,50.0969,128.0489,-5.01,74,45,2.24,RU,1699933049
404,broome,42.2506,-75.833,4.25,79,75,3.09,US,1699932988
405,praia da vitoria,38.7333,-27.0667,16.53,94,40,2.17,PT,1699933049
406,lipova,46.0833,21.7,9.57,76,100,3.07,RO,1699933050
407,phan rang-thap cham,11.5667,108.9833,29.76,69,97,5.85,VN,1699933050
408,saudarkrokur,65.7461,-19.6394,-1.58,83,11,4.27,IS,1699933050
409,inarajan village,13.2736,144.7484,32.54,83,23,8.84,GU,1699933050
410,medina,24.4686,39.6142,24.24,31,0,1.54,SA,1699932766
411,bor,56.3567,44.0669,5.56,77,94,5.57,RU,1699933051
412,sujiatun,41.6592,123.3392,7.1,42,0,3.0,CN,1699933051
413,banjar,-8.19,114.9675,30.39,72,55,0.68,ID,1699933051
414,howard springs,-12.497,131.047,33.26,59,44,4.28,AU,1699933052
415,turkestan,43.3333,68.25,8.33,40,2,2.55,KZ,1699933052
416,uturoa,-16.7333,-151.4333,26.95,84,65,8.34,PF,1699933052
417,box elder,41.5005,-112.8764,8.48,42,100,0.74,US,1699933052
418,dolores,-36.3132,-57.6792,11.65,59,82,2.18,AR,1699933053
419,barguzin,53.6167,109.6167,-3.12,86,100,0.33,RU,1699933053
420,pastos bons,-6.6017,-44.0767,25.52,45,0,0.86,BR,1699933053
421,luorong,24.4058,109.6086,12.12,77,99,2.51,CN,1699933053
422,truth or consequences,33.1284,-107.2528,12.17,71,75,3.6,US,1699933054
423,polyarnyy,69.1989,33.4478,-9.18,97,95,1.19,RU,1699933054
424,labuan,5.2767,115.2417,32.2,74,20,1.54,MY,1699933054
425,gamba,-2.65,10.0,25.42,87,100,2.54,GA,1699933055
426,hirara,24.8,125.2833,24.15,50,40,6.17,JP,1699933055
427,sarakhs,36.5449,61.1577,16.45,34,35,3.17,IR,1699933055
428,vilyuysk,63.7553,121.6247,-11.01,94,100,2.39,RU,1699933055
429,chonchi,-42.6128,-73.8092,4.56,92,79,1.49,CL,1699933056
430,borba,-4.3878,-59.5939,27.6,61,79,0.64,BR,1699933056
431,loango,-4.6719,11.8312,25.81,94,100,0.51,CG,1699933056
432,balta,47.9355,29.6198,4.02,69,40,3.59,UA,1699933057
433,biloela,-24.4167,150.5,35.69,24,0,3.67,AU,1699933057
434,serang,-6.1149,106.1502,31.59,61,100,2.08,ID,1699933057
435,baikonur,45.6167,63.3167,4.33,67,100,6.11,KZ,1699933057
436,harnosand,62.6323,17.9379,-6.0,87,100,5.36,SE,1699933058
437,manfalut,27.3104,30.97,20.26,78,0,3.97,EG,1699933058
438,winnemucca,40.973,-117.7357,11.0,24,100,2.0,US,1699933058
439,itapuranga,-15.5622,-49.9486,24.24,39,3,0.2,BR,1699933059
440,bridgewater,44.3835,-64.5155,-0.18,91,9,2.57,CA,1699933059
441,burley,42.5357,-113.7928,10.72,33,0,3.58,US,1699932922
442,moussoro,13.6408,16.4901,28.36,22,88,7.56,TD,1699933060
443,charters towers,-20.1,146.2667,35.25,17,0,7.41,AU,1699933055
444,patong,7.8961,98.2966,30.57,67,100,4.83,TH,1699933060
445,carutapera,-1.195,-46.02,25.09,85,78,3.06,BR,1699933061
446,fisterra,42.9049,-9.2629,18.75,94,100,12.82,ES,1699933061
447,acarau,-2.8856,-40.12,26.4,78,92,6.34,BR,1699932770
448,hammerfest,70.6634,23.6821,-0.75,93,100,0.0,NO,1699933061
449,juneau,58.3019,-134.4197,2.0,97,100,10.8,US,1699933061
450,doctor juan leon mallorquin,-25.4,-55.2667,22.85,97,96,1.87,PY,1699933062
451,murun-kuren,49.6342,100.1625,-4.91,68,100,1.63,MN,1699933062
452,ulladulla,-35.35,150.4667,24.32,70,97,4.04,AU,1699933062
453,genhe,50.7833,121.5167,-5.75,61,69,1.63,CN,1699933062
454,salalah,17.0151,54.0924,26.05,89,75,1.03,OM,1699933063
455,codrington,-38.2667,141.9667,15.85,61,100,4.54,AU,1699933063
456,la passe,45.5549,-0.8967,15.13,90,100,3.98,FR,1699933063
457,puerto aysen,-45.4,-72.7,2.06,99,100,2.23,CL,1699933063
458,kuta,-8.7233,115.1723,26.97,94,75,4.63,ID,1699933064
459,spearfish,44.4908,-103.8594,15.71,22,0,0.0,US,1699933064
460,naze,28.3667,129.4833,18.51,57,79,3.34,JP,1699933065
461,callao,-12.0667,-77.15,20.95,77,75,5.14,PE,1699933065
462,pacasmayo,-7.4006,-79.5714,19.55,84,21,5.93,PE,1699933065
463,el bayadh,33.6832,1.0193,10.37,27,10,1.67,DZ,1699933065
464,victoria,22.2855,114.1577,21.91,75,98,0.45,HK,1699933066
465,el bauga,18.262,33.9081,26.64,51,100,1.33,SD,1699933066
466,keetmanshoop,-26.5833,18.1333,24.51,13,0,4.63,NA,1699933066
467,nefta,33.8731,7.8777,17.14,53,0,1.66,TN,1699933066
468,mitu,1.1983,-70.1733,22.98,99,98,0.92,CO,1699933067
469,tucacas,10.7906,-68.3258,26.61,88,94,5.2,VE,1699933067
470,dergachi,51.2328,48.7659,5.51,85,100,2.54,RU,1699933067
471,lockwood,45.8191,-108.4149,12.94,35,75,5.66,US,1699933067
472,outokumpu,62.7269,29.0159,-1.84,87,100,4.6,FI,1699933068
473,santa ana de yacuma,-13.75,-65.4333,29.89,49,62,2.58,BO,1699933068
474,yorkton,51.2167,-102.4677,-0.09,80,20,5.14,CA,1699932956
475,inari,68.906,27.0288,-19.89,97,25,1.2,FI,1699933068
476,terre haute,39.4667,-87.4139,7.69,69,0,0.0,US,1699932899
477,fort st. john,56.2499,-120.8529,-6.06,93,0,2.57,CA,1699933069
478,iquique,-20.2208,-70.1431,19.02,78,35,0.87,CL,1699933069
479,sao jose da coroa grande,-8.8978,-35.1478,24.75,86,96,2.04,BR,1699933069
480,san luis de la loma,17.2706,-100.8939,26.6,83,36,2.63,MX,1699933069
481,altai,46.3722,96.2583,-8.0,86,100,4.03,MN,1699932825
482,la ronge,55.1001,-105.2842,1.14,75,100,4.63,CA,1699933070
483,mamuju,-2.6748,118.8885,30.02,69,100,2.13,ID,1699933070
484,talcahuano,-36.7167,-73.1167,10.82,76,0,4.63,CL,1699933070
485,umba,66.6871,34.3429,-6.45,89,34,5.7,RU,1699933070
486,saint croix,17.7397,-64.7388,27.25,78,40,4.63,VI,1699933070
487,gizo,-8.103,156.8419,27.65,75,100,3.72,SB,1699933071
488,yoichi,43.2039,140.7703,4.8,65,98,7.34,JP,1699933071
489,buka,40.8108,69.1986,10.96,32,0,1.25,UZ,1699933071
490,lecheng,25.1238,113.3254,11.28,93,100,0.75,CN,1699933071
491,malakal,9.5334,31.6605,25.06,75,55,1.6,SS,1699933071
492,yershov,51.3513,48.2766,5.16,85,100,3.14,RU,1699932987
493,kumasi,6.6885,-1.6244,22.1,94,7,1.27,GH,1699933071
494,rupert,42.6191,-113.6772,6.97,33,0,3.09,US,1699932800
495,petauke,-14.2426,31.3253,20.81,67,23,3.92,ZM,1699933072
496,charlestown,-32.95,151.6667,28.06,69,75,2.24,AU,1699933072
497,yeniseysk,58.4497,92.1703,-4.47,88,69,4.02,RU,1699933072
498,miles city,46.4083,-105.8406,6.54,61,0,4.12,US,1699933072
499,port moresby,-9.4431,147.1797,30.68,51,40,6.17,PG,1699933072
500,lemvig,56.5486,8.3102,5.67,94,100,13.59,DK,1699933073
501,at taj,24.2049,23.2857,16.22,37,0,3.89,LY,1699933073
502,san ignacio de velasco,-16.3667,-60.95,24.38,66,6,1.84,BO,1699933073
503,arvayheer,46.2639,102.775,-3.4,24,76,0.73,MN,1699933073
504,kandahar,31.0,65.75,15.62,27,24,1.1,AF,1699933073
505,urucui,-7.2294,-44.5561,27.1,40,0,1.17,BR,1699933074
506,la malbaie,47.6575,-70.1559,-2.41,85,7,1.26,CA,1699932971
507,tafuna,-14.3358,-170.72,32.97,70,75,3.6,AS,1699933074
508,anna,51.4842,40.4299,2.93,86,100,3.77,RU,1699933074
509,sarkand,45.41,79.9186,2.88,51,2,1.52,KZ,1699933074
510,kavieng,-2.5744,150.7967,28.94,66,59,1.77,PG,1699933075
511,cromwell,41.5951,-72.6454,3.28,85,40,0.0,US,1699933075
512,westport,41.1415,-73.3579,6.68,79,0,0.45,US,1699933075
513,al bayda',32.7627,21.7551,13.48,85,8,4.5,LY,1699933075
514,buala,-8.145,159.5921,28.66,73,64,2.54,SB,1699933075
515,sanya,18.2431,109.505,30.09,58,40,6.0,CN,1699933076
516,port alfred,-33.5906,26.891,13.43,95,79,5.57,ZA,1699933076
517,pisco,-13.7,-76.2167,19.45,82,0,5.14,PE,1699933076
518,huilong,31.8111,121.655,12.99,58,13,3.67,CN,1699933076
519,haifa,32.8156,34.9892,21.27,77,6,3.08,IL,1699933076
520,egersund,58.4513,5.9997,5.05,61,100,9.47,NO,1699933076
521,sorong,-0.8833,131.25,29.34,69,87,3.23,ID,1699933077
522,sao felix do xingu,-6.6447,-51.995,25.4,56,0,0.49,BR,1699933077
523,bull savanna,17.8868,-77.5902,24.87,85,7,3.08,JM,1699933077
524,ocher,57.8904,54.7202,4.61,94,100,7.21,RU,1699933077
525,sibut,5.718,19.0739,22.06,94,100,0.33,CF,1699933077
526,ailuk,10.2197,169.9797,26.77,87,91,9.05,MH,1699933078
527,galesong,-5.3166,119.3661,33.01,61,57,3.62,ID,1699933078
528,holualoa,19.6228,-155.9522,25.91,80,75,3.6,US,1699933078
529,tupancireta,-29.0806,-53.8358,18.81,99,100,2.21,BR,1699933078
530,turbat,26.0023,63.044,25.53,18,52,2.02,PK,1699933078
531,turaif,31.6725,38.6637,18.14,36,0,5.14,SA,1699933078
532,mwinilunga,-11.7358,24.4293,15.59,97,40,1.65,ZM,1699932862
533,paracuru,-3.41,-39.0306,27.28,80,99,3.63,BR,1699933079
534,floro,61.5996,5.0328,5.54,70,7,3.09,NO,1699933079
535,machico,32.7,-16.7667,20.35,83,75,2.57,PT,1699932781
536,chakia,26.4167,85.05,25.73,41,55,1.99,IN,1699933079
537,aswan,24.0934,32.907,24.7,43,40,4.9,EG,1699933079
538,boukadir,36.0663,1.126,13.4,55,11,1.27,DZ,1699933079
539,bengkulu,-3.8004,102.2655,27.87,79,88,2.86,ID,1699933080
540,vanimo,-2.6741,141.3028,29.32,75,92,1.56,PG,1699933080
541,sun lakes,33.2112,-111.8754,25.85,32,0,4.12,US,1699933080
542,eydhafushi,5.1033,73.0708,27.4,76,93,1.43,MV,1699933080
543,beaufort west,-32.3567,22.583,11.71,79,0,4.65,ZA,1699933080
544,weyburn,49.6668,-103.8511,0.12,80,79,4.12,CA,1699933080
545,makow mazowiecki,52.8649,21.1005,3.83,92,100,4.44,PL,1699933081
546,svyetlahorsk,52.6329,29.7389,1.74,93,31,3.78,BY,1699933081
547,valparaiso,-33.0393,-71.6273,11.8,76,0,1.54,CL,1699932827
548,beichengqu,40.4394,113.1536,1.52,28,0,2.13,CN,1699933081
549,daru,-9.0763,143.2092,28.57,62,30,4.7,PG,1699933081
550,monteagudo,-19.8167,-63.9833,19.88,94,52,0.7,BO,1699933082
551,noshiro,40.2039,140.0242,6.46,56,100,7.04,JP,1699933082
552,sesheke,-17.4759,24.2968,23.11,43,49,2.35,ZM,1699933082
553,contamana,-7.3333,-75.0167,26.14,73,66,1.17,PE,1699933083
554,linqu,36.5156,118.5397,9.5,18,70,1.34,CN,1699933083
555,auki,-8.7676,160.7034,27.52,79,92,1.12,SB,1699933083
556,isla vista,34.4133,-119.861,16.3,71,0,1.54,US,1699933083
557,sojat,25.9167,73.6667,24.46,29,100,2.4,IN,1699933084
558,island harbour,50.724,-1.2758,14.4,86,85,3.13,GB,1699933084
559,mana,5.6592,-53.7767,25.82,90,4,3.21,GF,1699933084
560,carahue,-38.7,-73.1667,6.86,98,76,1.07,CL,1699933085
561,amos,48.5669,-78.1162,0.51,98,100,3.23,CA,1699933085
562,pacific grove,36.6177,-121.9166,13.15,84,0,2.24,US,1699933085
563,daye,30.0833,114.95,12.74,43,0,0.32,CN,1699933085
564,edson,53.5835,-116.4356,-0.92,74,75,2.06,CA,1699933086
565,ash shatrah,31.4117,46.1742,22.2,34,0,2.65,IQ,1699933086
566,guymon,36.6828,-101.4816,8.0,71,0,4.12,US,1699933086
